date,region,total_cases,flu,covid,malaria,dengue,typhoid,pneumonia,cold
2024-03-18,Central,80,4,0,6,9,3,4,5
2024-03-19,North,130,9,8,10,6,6,10,6
2024-03-19,South,103,9,6,9,4,6,9,12
2024-03-19,East,90,10,6,2,6,6,1,19
2024-03-19,West,115,5,5,12,4,2,4,9
2024-03-19,Central,83,4,0,12,10,5,4,0
2024-03-20,North,130,9,3,6,18,4,10,10
2024-03-20,South,106,6,11,6,1,3,9,17
2024-03-20,East,98,14,5,0,8,3,3,11
2024-03-20,West,109,7,10,10,10,5,3,8
2024-03-20,Central,69,1,1,12,10,3,3,0
2024-03-21,North,119,8,6,15,12,1,11,9
2024-03-21,South,105,12,6,9,1,1,11,15
2024-03-21,East,88,12,6,1,12,4,1,14
2024-03-21,West,124,8,4,11,2,2,5,15
2024-03-21,Central,87,4,4,9,12,2,6,0
2024-03-22,North,129,5,7,19,9,4,7,11
2024-03-22,South,106,11,10,8,0,5,6,10
2024-03-22,East,85,5,8,3,5,2,0,16
2024-03-22,West,113,10,5,10,3,4,6,18
2024-03-22,Central,84,3,2,13,9,3,4,0
2024-03-23,North,142,10,8,10,9,7,4,14
2024-03-23,South,113,8,6,9,1,4,7,11
2024-03-23,East,82,12,10,9,11,2,2,7
2024-03-23,West,148,19,7,11,14,5,4,7
2024-03-23,Central,89,2,1,13,11,2,2,0
2024-03-24,North,135,8,8,14,11,6,7,14
2024-03-24,South,115,18,11,4,1,7,7,15
2024-03-24,East,80,7,9,6,12,2,4,10
2024-03-24,West,125,5,6,14,8,2,6,11
2024-03-24,Central,78,2,0,8,9,4,6,0
2024-03-25,North,133,7,11,15,12,3,5,16
2024-03-25,South,112,20,4,8,0,4,4,13
2024-03-25,East,84,7,4,1,8,2,2,5
2024-03-25,West,150,7,10,9,12,2,5,7
2024-03-25,Central,95,2,5,11,14,1,0,3
2024-03-26,North,142,8,6,6,9,7,5,19
2024-03-26,South,109,8,4,14,0,4,9,13
2024-03-26,East,86,4,8,0,6,5,4,12
2024-03-26,West,120,9,11,13,13,3,12,14
2024-03-26,Central,90,2,2,14,9,5,6,5
2024-03-27,North,104,15,10,13,12,1,4,10
2024-03-27,South,99,15,6,15,1,5,6,17
2024-03-27,East,90,5,10,0,8,8,7,14
2024-03-27,West,134,8,6,9,17,2,9,14
2024-03-27,Central,99,1,6,10,8,1,5,4
2024-03-28,North,117,10,10,13,2,5,6,18
2024-03-28,South,104,9,5,17,1,4,8,16
2024-03-28,East,83,8,11,0,8,4,2,20
2024-03-28,West,129,13,4,10,12,3,9,16
2024-03-28,Central,97,1,4,16,10,0,7,7
2024-03-29,North,128,9,12,14,9,7,5,15
2024-03-29,South,99,3,10,10,0,5,5,10
2024-03-29,East,100,2,6,0,5,2,3,9
2024-03-29,West,129,7,8,18,6,8,9,12
2024-03-29,Central,100,2,3,10,8,4,5,9
2024-03-30,North,141,10,10,15,8,4,5,19
2024-03-30,South,128,9,2,13,2,5,8,13
2024-03-30,East,87,4,8,3,5,6,4,10
2024-03-30,West,123,9,8,15,7,4,5,11
2024-03-30,Central,93,5,4,10,5,6,11,7
2024-03-31,North,103,12,12,9,11,0,5,11
2024-03-31,South,120,10,1,17,1,8,5,7
2024-03-31,East,97,5,8,3,6,3,5,9
2024-03-31,West,134,8,6,16,10,4,10,21
2024-03-31,Central,91,3,3,8,7,4,8,11
2024-04-01,North,124,10,3,8,9,2,8,13
2024-04-01,South,102,8,3,14,0,2,14,14
2024-04-01,East,111,5,4,2,4,6,1,16
2024-04-01,West,127,3,2,13,6,6,7,13
2024-04-01,Central,97,3,5,7,7,2,5,7
2024-04-02,North,120,11,10,13,9,1,4,18
2024-04-02,South,112,14,2,8,2,5,5,18
2024-04-02,East,107,5,4,2,8,3,7,10
2024-04-02,West,121,6,9,14,6,4,7,12
2024-04-02,Central,101,2,7,13,10,4,10,12
2024-04-03,North,119,9,9,10,7,5,3,13
2024-04-03,South,125,9,9,18,3,2,4,8
2024-04-03,East,73,7,7,3,6,5,3,16
2024-04-03,West,121,5,8,8,7,2,3,9
2024-04-03,Central,93,1,5,10,12,3,8,7
2024-04-04,North,102,9,4,10,4,5,4,11
2024-04-04,South,118,9,3,6,2,1,2,15
2024-04-04,East,96,7,8,2,5,7,9,16
2024-04-04,West,109,6,9,8,4,3,4,13
2024-04-04,Central,108,5,9,9,6,4,6,6
2024-04-05,North,123,12,5,11,9,3,5,10
2024-04-05,South,104,10,8,15,5,6,8,11
2024-04-05,East,102,3,6,10,11,5,1,18
2024-04-05,West,105,12,6,15,4,3,3,11
2024-04-05,Central,92,4,7,20,7,4,8,2
2024-04-06,North,134,14,2,10,8,5,3,13
2024-04-06,South,108,6,4,9,5,2,9,11
2024-04-06,East,89,2,9,10,8,6,3,10
2024-04-06,West,117,8,9,13,4,4,1,15
2024-04-06,Central,117,2,4,8,7,7,10,12
2024-04-07,North,118,5,5,6,9,7,6,18
2024-04-07,South,133,11,2,18,1,7,4,13
2024-04-07,East,100,1,6,4,7,4,3,20
2024-04-07,West,114,10,10,9,3,9,4,12
2024-04-07,Central,81,2,5,9,4,5,9,3
2024-04-08,North,142,11,10,9,5,5,4,20
2024-04-08,South,100,6,1,9,2,3,4,5
2024-04-08,East,102,3,12,4,6,3,4,16
2024-04-08,West,113,7,7,11,7,8,6,10
2024-04-08,Central,92,2,11,7,6,5,10,5
2024-04-09,North,142,10,6,8,10,2,4,11
2024-04-09,South,109,10,7,12,4,6,10,16
2024-04-09,East,95,5,7,4,7,9,2,9
2024-04-09,West,125,9,4,7,6,8,1,12
2024-04-09,Central,111,2,6,11,6,2,7,6
2024-04-10,North,120,5,10,7,13,5,3,15
2024-04-10,South,118,15,3,9,5,4,6,17
2024-04-10,East,92,9,4,5,8,6,8,11
2024-04-10,West,115,10,7,10,6,5,2,15
2024-04-10,Central,96,3,2,11,5,2,8,7
2024-04-11,North,123,10,4,11,9,7,4,12
2024-04-11,South,135,10,5,12,7,3,10,13
2024-04-11,East,90,4,5,3,2,1,6,10
2024-04-11,West,132,9,4,10,7,3,4,12
2024-04-11,Central,106,3,6,15,2,5,10,2
2024-04-12,North,138,5,4,12,13,1,6,19
2024-04-12,South,110,6,7,11,6,3,9,19
2024-04-12,East,104,7,6,4,9,8,11,10
2024-04-12,West,103,12,5,18,10,0,1,7
2024-04-12,Central,81,4,10,13,9,6,6,0
2024-04-13,North,110,5,6,18,8,3,2,12
2024-04-13,South,118,11,5,13,8,7,8,22
2024-04-13,East,90,7,4,1,7,3,7,13
2024-04-13,West,105,11,9,8,8,8,1,7
2024-04-13,Central,95,1,6,10,5,2,4,0
2024-04-14,North,119,12,6,8,1,4,5,17
2024-04-14,South,110,10,4,10,10,5,8,15
2024-04-14,East,83,5,1,0,10,4,2,20
2024-04-14,West,104,10,1,11,13,3,1,14
2024-04-14,Central,83,2,6,10,7,6,6,0
2024-04-15,North,124,11,4,14,8,3,3,8
2024-04-15,South,119,10,6,11,10,2,6,14
2024-04-15,East,89,8,4,0,8,7,3,15
2024-04-15,West,104,4,12,12,6,6,2,11
2024-04-15,Central,96,3,5,13,9,4,2,1
2024-04-16,North,121,10,9,13,2,5,4,17
2024-04-16,South,123,11,7,13,6,6,3,14
2024-04-16,East,118,8,4,0,11,7,14,18
2024-04-16,West,88,12,3,10,4,3,1,12
2024-04-16,Central,93,3,7,12,11,3,5,1
2024-04-17,North,124,7,4,15,8,9,1,17
2024-04-17,South,122,14,5,9,10,11,6,15
2024-04-17,East,102,3,5,0,8,8,11,8
2024-04-17,West,106,13,5,16,12,2,2,13
2024-04-17,Central,111,7,4,12,2,7,9,2
2024-04-18,North,96,10,6,12,9,1,3,16
2024-04-18,South,126,7,3,15,4,2,3,17
2024-04-18,East,106,5,6,0,12,2,7,9
2024-04-18,West,104,8,5,10,5,2,3,10
2024-04-18,Central,91,5,8,11,5,4,8,2
2024-04-19,North,110,8,2,8,3,8,1,13
2024-04-19,South,106,13,4,17,7,4,6,8
2024-04-19,East,106,5,6,1,12,3,10,14
2024-04-19,West,109,13,8,13,2,9,4,12
2024-04-19,Central,120,8,7,14,6,3,5,8
2024-04-20,North,102,8,4,8,7,5,0,17
2024-04-20,South,137,7,6,11,1,6,4,14
2024-04-20,East,95,9,9,0,7,6,6,16
2024-04-20,West,116,5,5,9,4,6,1,18
2024-04-20,Central,125,7,10,9,6,6,4,8
2024-04-21,North,131,11,6,12,4,3,3,22
2024-04-21,South,113,11,6,8,6,3,8,17
2024-04-21,East,117,9,7,4,11,5,7,11
2024-04-21,West,118,8,9,6,2,5,5,12
2024-04-21,Central,104,9,1,14,4,5,2,5
2024-04-22,North,104,8,8,9,1,3,1,17
2024-04-22,South,113,11,4,6,8,6,2,10
2024-04-22,East,117,9,9,2,7,2,10,16
2024-04-22,West,112,6,6,10,2,3,2,10
2024-04-22,Central,114,9,5,6,8,4,7,9
2024-04-23,North,113,12,4,14,8,4,4,14
2024-04-23,South,100,4,5,9,8,1,4,9
2024-04-23,East,122,7,3,0,12,10,3,14
2024-04-23,West,116,9,2,11,5,4,3,15
2024-04-23,Central,111,7,3,8,7,6,6,10
2024-04-24,North,132,9,16,13,3,1,9,12
2024-04-24,South,85,8,12,8,7,6,6,10
2024-04-24,East,109,6,9,3,3,3,2,22
2024-04-24,West,109,9,7,18,4,2,2,6
2024-04-24,Central,119,19,8,18,12,5,8,7
2024-04-25,North,117,11,5,19,3,3,5,16
2024-04-25,South,114,12,7,3,7,2,3,12
2024-04-25,East,128,3,7,5,6,2,5,17
2024-04-25,West,105,7,4,13,5,2,4,18
2024-04-25,Central,117,12,5,18,5,9,11,14
2024-04-26,North,115,5,6,11,3,2,4,15
2024-04-26,South,109,16,5,9,9,2,5,13
2024-04-26,East,100,6,8,8,11,2,8,14
2024-04-26,West,98,1,5,9,4,6,1,11
2024-04-26,Central,128,9,1,15,7,3,4,12
2024-04-27,North,104,16,6,7,4,4,5,11
2024-04-27,South,110,13,4,10,14,3,6,16
2024-04-27,East,108,7,6,6,5,5,6,10
2024-04-27,West,95,12,3,9,6,3,3,15
2024-04-27,Central,97,7,7,13,6,3,5,13
2024-04-28,North,105,11,6,9,7,4,4,13
2024-04-28,South,105,10,9,18,10,2,2,13
2024-04-28,East,94,7,9,9,3,3,5,14
2024-04-28,West,116,13,6,14,4,3,4,16
2024-04-28,Central,111,6,7,17,9,8,9,9
2024-04-29,North,92,6,7,8,6,6,10,17
2024-04-29,South,125,10,9,8,9,2,8,13
2024-04-29,East,97,9,12,2,4,5,7,14
2024-04-29,West,112,13,6,13,5,4,5,11
2024-04-29,Central,123,14,8,6,4,6,4,9
2024-04-30,North,110,13,6,15,5,6,2,9
2024-04-30,South,103,12,11,5,7,6,4,11
2024-04-30,East,105,4,5,3,5,4,3,8
2024-04-30,West,124,13,3,14,2,3,6,14
2024-04-30,Central,118,15,3,13,6,4,7,14
2024-05-01,North,109,11,6,9,7,3,2,15
2024-05-01,South,111,13,3,5,8,4,2,8
2024-05-01,East,103,4,6,4,8,6,7,12
2024-05-01,West,98,8,1,12,2,5,3,12
2024-05-01,Central,133,12,4,15,6,5,6,22
2024-05-02,North,119,14,6,8,8,1,4,11
2024-05-02,South,125,12,5,12,10,3,2,8
2024-05-02,East,85,4,6,6,7,9,13,10
2024-05-02,West,110,7,3,5,3,3,5,7
2024-05-02,Central,151,8,5,17,6,2,9,14
2024-05-03,North,143,10,15,8,10,8,4,15
2024-05-03,South,118,6,4,8,5,7,4,13
2024-05-03,East,105,6,3,9,10,7,7,13
2024-05-03,West,92,1,4,9,4,3,3,8
2024-05-03,Central,107,9,4,11,9,3,11,12
2024-05-04,North,116,10,7,12,8,1,8,13
2024-05-04,South,122,7,4,8,9,2,9,23
2024-05-04,East,102,3,2,6,4,7,4,9
2024-05-04,West,88,3,6,9,6,8,2,18
2024-05-04,Central,136,7,4,16,6,7,7,17
2024-05-05,North,135,12,8,11,2,4,6,14
2024-05-05,South,103,6,4,10,14,2,3,12
2024-05-05,East,109,5,6,10,11,6,8,16
2024-05-05,West,106,13,5,15,2,4,7,18
2024-05-05,Central,129,12,5,11,10,4,3,13
2024-05-06,North,124,14,8,11,4,5,9,10
2024-05-06,South,121,8,3,11,13,5,0,16
2024-05-06,East,100,1,3,6,7,6,11,20
2024-05-06,West,104,10,9,16,6,2,1,15
2024-05-06,Central,97,12,7,11,3,7,2,15
2024-05-07,North,119,4,10,14,3,5,4,5
2024-05-07,South,129,10,5,11,10,3,11,21
2024-05-07,East,121,5,5,6,8,8,8,15
2024-05-07,West,97,3,7,9,8,3,10,11
2024-05-07,Central,109,9,5,13,10,6,5,15
2024-05-08,North,122,11,3,8,4,3,10,10
2024-05-08,South,109,16,5,11,4,2,5,10
2024-05-08,East,120,11,4,6,13,4,7,15
2024-05-08,West,103,7,3,9,6,3,1,10
2024-05-08,Central,145,8,8,12,6,3,7,15
2024-05-09,North,88,10,4,10,7,5,2,9
2024-05-09,South,96,8,4,15,11,3,7,16
2024-05-09,East,122,4,2,10,9,5,5,18
2024-05-09,West,101,13,5,7,6,4,4,13
2024-05-09,Central,111,8,4,12,6,8,3,13
2024-05-10,North,111,6,3,7,8,3,5,8
2024-05-10,South,131,8,4,11,8,3,6,7
2024-05-10,East,127,5,8,8,12,3,10,13
2024-05-10,West,89,14,5,16,6,3,3,10
2024-05-10,Central,112,8,3,12,4,5,6,14
2024-05-11,North,96,7,4,8,13,3,1,8
2024-05-11,South,126,9,8,8,15,3,5,7
2024-05-11,East,124,9,5,12,12,3,9,20
2024-05-11,West,72,8,5,9,6,6,5,7
2024-05-11,Central,125,9,6,13,5,6,6,19
2024-05-12,North,106,12,5,7,11,6,4,6
2024-05-12,South,117,12,5,12,5,3,4,9
2024-05-12,East,123,12,4,5,7,2,5,8
2024-05-12,West,78,11,5,13,6,1,5,5
2024-05-12,Central,133,17,7,19,2,7,6,10
2024-05-13,North,100,9,7,3,8,2,4,12
2024-05-13,South,129,6,11,7,7,2,10,10
2024-05-13,East,118,6,5,11,12,5,6,17
2024-05-13,West,73,6,4,16,5,0,0,5
2024-05-13,Central,95,11,8,9,4,4,7,16
2024-05-14,North,108,14,12,6,4,3,3,4
2024-05-14,South,113,8,3,10,9,4,7,12
2024-05-14,East,119,6,7,5,4,2,4,18
2024-05-14,West,84,11,2,14,5,2,0,7
2024-05-14,Central,130,13,1,14,3,1,3,26
2024-05-15,North,99,8,9,6,18,4,4,4
2024-05-15,South,123,8,6,8,12,1,4,13
2024-05-15,East,100,8,1,3,7,4,8,12
2024-05-15,West,77,10,7,15,2,4,2,4
2024-05-15,Central,114,11,2,10,4,4,8,25
2024-05-16,North,93,11,4,9,5,3,4,5
2024-05-16,South,124,16,7,17,8,5,2,6
2024-05-16,East,105,9,3,4,5,6,7,14
2024-05-16,West,91,11,5,8,0,3,1,6
2024-05-16,Central,119,7,3,11,6,2,5,9
2024-05-17,North,97,6,10,9,11,5,7,11
2024-05-17,South,128,16,7,9,8,3,7,15
2024-05-17,East,109,6,3,9,8,6,9,13
2024-05-17,West,97,14,9,13,3,6,0,4
2024-05-17,Central,135,9,8,6,5,7,6,12
2024-05-18,North,110,12,7,7,7,3,8,7
2024-05-18,South,102,10,2,11,9,6,11,11
2024-05-18,East,118,12,7,3,3,8,11,20
2024-05-18,West,75,6,5,15,6,3,1,5
2024-05-18,Central,120,2,5,14,7,4,4,20
2024-05-19,North,124,8,4,10,10,0,5,6
2024-05-19,South,105,8,2,17,5,0,5,13
2024-05-19,East,120,15,8,8,7,5,9,8
2024-05-19,West,76,7,8,14,6,2,0,6
2024-05-19,Central,128,7,4,9,4,5,5,16
2024-05-20,North,132,10,4,8,13,3,9,5
2024-05-20,South,135,11,4,6,5,2,5,13
2024-05-20,East,119,12,8,2,10,7,10,14
2024-05-20,West,82,12,4,12,4,3,2,4
2024-05-20,Central,112,9,7,11,6,7,9,22
2024-05-21,North,114,11,5,5,7,5,6,12
2024-05-21,South,109,6,9,12,13,0,6,7
2024-05-21,East,89,6,6,3,5,4,3,12
2024-05-21,West,100,11,6,14,1,5,3,8
2024-05-21,Central,122,5,10,12,6,5,3,14
2024-05-22,North,118,10,6,11,9,2,6,7
2024-05-22,South,114,12,4,13,6,0,5,14
2024-05-22,East,105,6,11,5,7,2,8,14
2024-05-22,West,74,8,3,16,4,1,3,5
2024-05-22,Central,120,7,4,10,4,4,4,16
2024-05-23,North,110,8,3,11,7,2,7,10
2024-05-23,South,126,10,11,5,14,5,3,13
2024-05-23,East,99,8,5,7,6,3,5,9
2024-05-23,West,72,8,4,8,6,4,0,12
2024-05-23,Central,107,9,5,8,3,5,9,19
2024-05-24,North,114,4,8,6,7,4,7,6
2024-05-24,South,114,14,11,17,9,2,5,7
2024-05-24,East,99,9,6,5,6,2,11,9
2024-05-24,West,95,10,8,7,5,2,0,10
2024-05-24,Central,131,11,3,18,3,5,14,17
2024-05-25,North,112,10,5,16,7,4,6,9
2024-05-25,South,112,13,7,10,5,3,9,11
2024-05-25,East,92,8,7,6,4,2,5,10
2024-05-25,West,94,8,8,12,11,4,0,14
2024-05-25,Central,143,6,11,13,8,3,9,17
2024-05-26,North,118,13,8,15,8,4,7,12
2024-05-26,South,132,9,8,13,11,1,7,6
2024-05-26,East,103,6,6,7,8,5,6,12
2024-05-26,West,87,12,4,15,8,4,0,10
2024-05-26,Central,120,8,10,14,2,4,7,20
2024-05-27,North,126,11,8,13,10,3,4,9
2024-05-27,South,107,8,4,12,13,1,7,10
2024-05-27,East,110,9,3,5,1,7,6,9
2024-05-27,West,86,9,6,12,2,3,0,6
2024-05-27,Central,120,8,4,11,3,9,8,21
2024-05-28,North,120,11,3,18,6,4,6,11
2024-05-28,South,93,8,9,15,10,4,4,4
2024-05-28,East,101,10,5,7,8,4,8,11
2024-05-28,West,114,12,7,18,7,5,2,8
2024-05-28,Central,141,8,9,12,5,1,11,12
2024-05-29,North,117,13,8,10,7,5,2,7
2024-05-29,South,113,14,12,9,17,6,3,7
2024-05-29,East,110,8,3,6,8,2,4,17
2024-05-29,West,101,9,8,9,6,4,1,7
2024-05-29,Central,138,5,11,13,6,8,8,16
2024-05-30,North,102,7,8,11,9,4,5,5
2024-05-30,South,128,4,4,14,9,2,4,6
2024-05-30,East,100,10,3,3,8,2,6,19
2024-05-30,West,101,6,8,6,7,4,0,11
2024-05-30,Central,114,13,12,10,8,5,8,15
2024-05-31,North,121,8,7,8,8,2,4,2
2024-05-31,South,101,11,8,11,10,1,4,3
2024-05-31,East,125,12,3,6,10,2,4,13
2024-05-31,West,86,7,13,12,7,0,1,14
2024-05-31,Central,99,11,8,10,5,6,3,16
2024-06-01,North,119,11,3,10,9,2,9,8
2024-06-01,South,126,10,6,10,13,3,4,7
2024-06-01,East,88,6,5,5,11,1,3,12
2024-06-01,West,117,9,2,12,6,1,0,16
2024-06-01,Central,129,10,10,11,7,5,4,16
2024-06-02,North,114,10,5,9,6,6,6,5
2024-06-02,South,101,11,9,8,8,1,5,4
2024-06-02,East,99,5,5,4,5,4,5,15
2024-06-02,West,89,11,7,7,5,1,2,9
2024-06-02,Central,137,9,5,10,5,5,5,15
2024-06-03,North,113,11,7,11,10,6,12,6
2024-06-03,South,105,11,7,5,2,6,2,4
2024-06-03,East,110,12,3,5,16,4,7,14
2024-06-03,West,104,13,4,8,6,9,1,17
2024-06-03,Central,132,9,8,12,9,6,10,22
2024-06-04,North,115,8,2,8,13,5,8,5
2024-06-04,South,75,12,5,10,5,5,2,4
2024-06-04,East,99,7,3,8,11,1,5,14
2024-06-04,West,98,10,10,8,7,2,1,6
2024-06-04,Central,108,8,6,10,7,2,4,22
2024-06-05,North,103,6,2,10,6,3,9,8
2024-06-05,South,87,10,5,9,16,4,2,4
2024-06-05,East,98,10,8,5,9,3,6,9
2024-06-05,West,101,8,7,10,4,2,2,9
2024-06-05,Central,121,12,7,15,7,6,5,15
2024-06-06,North,110,3,2,5,6,2,11,6
2024-06-06,South,90,10,4,5,6,7,1,2
2024-06-06,East,94,10,8,5,10,4,5,16
2024-06-06,West,91,2,7,8,4,1,1,7
2024-06-06,Central,122,9,7,8,4,4,3,15
2024-06-07,North,109,6,5,13,8,3,10,7
2024-06-07,South,93,12,4,4,12,4,1,4
2024-06-07,East,104,9,5,10,13,3,2,6
2024-06-07,West,98,6,5,7,9,6,3,15
2024-06-07,Central,155,7,11,6,6,3,7,13
2024-06-08,North,104,11,4,14,11,3,12,9
2024-06-08,South,80,8,6,9,7,5,3,6
2024-06-08,East,104,3,8,7,10,0,6,13
2024-06-08,West,77,11,9,6,4,7,2,19
2024-06-08,Central,118,6,4,12,3,3,3,13
2024-06-09,North,97,7,1,16,6,2,4,6
2024-06-09,South,108,10,6,5,6,6,1,7
2024-06-09,East,111,10,8,7,8,2,9,12
2024-06-09,West,97,10,8,9,1,6,4,14
2024-06-09,Central,96,3,14,8,6,5,7,14
2024-06-10,North,100,9,8,10,9,3,3,19
2024-06-10,South,74,9,7,3,6,5,1,1
2024-06-10,East,96,15,6,10,15,4,9,16
2024-06-10,West,101,10,13,9,5,4,1,13
2024-06-10,Central,109,9,9,9,3,7,7,10
2024-06-11,North,110,9,6,7,4,2,4,7
2024-06-11,South,88,8,7,5,5,4,3,9
2024-06-11,East,109,11,5,12,8,3,9,13
2024-06-11,West,116,9,10,9,1,3,1,9
2024-06-11,Central,114,2,5,11,2,4,4,16
2024-06-12,North,102,8,2,12,4,1,8,11
2024-06-12,South,93,9,4,8,9,3,4,1
2024-06-12,East,86,10,7,5,5,0,5,11
2024-06-12,West,116,5,4,8,6,3,2,13
2024-06-12,Central,96,5,9,9,1,8,4,9
2024-06-13,North,93,5,5,8,3,0,7,10
2024-06-13,South,69,15,7,7,8,4,2,1
2024-06-13,East,100,8,7,8,7,0,4,9
2024-06-13,West,119,6,9,7,8,4,3,10
2024-06-13,Central,118,5,8,7,2,5,7,13
2024-06-14,North,96,12,6,16,9,1,6,12
2024-06-14,South,82,6,3,9,2,9,5,7
2024-06-14,East,94,4,5,1,10,0,8,11
2024-06-14,West,120,8,10,9,11,3,2,7
2024-06-14,Central,114,3,9,5,3,11,3,16
2024-06-15,North,118,10,6,11,7,1,7,8
2024-06-15,South,81,9,5,8,11,3,0,4
2024-06-15,East,113,10,5,6,12,2,8,11
2024-06-15,West,107,6,7,5,10,3,3,5
2024-06-15,Central,114,3,9,10,8,2,2,13
2024-06-16,North,101,9,7,14,3,5,6,16
2024-06-16,South,71,6,4,5,9,0,3,3
2024-06-16,East,102,7,7,3,8,2,7,11
2024-06-16,West,102,11,4,8,8,1,5,10
2024-06-16,Central,104,2,10,8,3,10,4,10
2024-06-17,North,93,5,4,17,8,1,8,9
2024-06-17,South,89,8,7,8,9,5,5,3
2024-06-17,East,108,10,9,9,13,3,11,14
2024-06-17,West,120,11,8,15,8,10,8,12
2024-06-17,Central,104,7,6,11,6,3,8,12
2024-06-18,North,86,10,5,11,10,1,10,16
2024-06-18,South,74,11,9,5,3,3,5,3
2024-06-18,East,127,6,4,9,5,2,9,11
2024-06-18,West,105,8,7,15,6,5,0,20
2024-06-18,Central,100,8,8,7,3,6,7,8
2024-06-19,North,115,3,8,3,9,3,4,8
2024-06-19,South,87,8,1,9,8,5,3,2
2024-06-19,East,88,10,12,5,11,4,4,9
2024-06-19,West,115,4,12,3,5,2,2,17
2024-06-19,Central,103,9,9,4,3,4,8,24
2024-06-20,North,139,10,7,16,10,3,8,11
2024-06-20,South,83,13,4,15,5,5,2,7
2024-06-20,East,110,10,2,10,11,2,5,21
2024-06-20,West,90,10,9,7,4,3,0,20
2024-06-20,Central,97,3,10,6,5,2,10,15
2024-06-21,North,94,9,4,10,6,0,9,8
2024-06-21,South,96,7,4,10,8,7,1,2
2024-06-21,East,99,8,6,4,6,6,4,14
2024-06-21,West,93,9,8,7,5,6,3,18
2024-06-21,Central,86,3,4,11,4,3,4,12
2024-06-22,North,127,7,5,9,10,2,8,13
2024-06-22,South,100,8,6,13,11,1,2,0
2024-06-22,East,104,6,5,3,12,5,4,14
2024-06-22,West,82,8,17,3,2,5,2,15
2024-06-22,Central,127,4,8,6,3,5,3,15
2024-06-23,North,94,6,10,10,8,1,8,11
2024-06-23,South,86,12,9,13,7,5,3,0
2024-06-23,East,94,6,6,5,8,1,7,20
2024-06-23,West,98,6,9,8,2,8,2,12
2024-06-23,Central,106,5,6,7,6,5,5,10
2024-06-24,North,121,4,7,11,6,1,9,11
2024-06-24,South,92,10,7,10,5,2,5,0
2024-06-24,East,95,7,2,6,11,6,6,14
2024-06-24,West,85,4,6,7,4,9,9,18
2024-06-24,Central,106,9,5,16,3,6,5,16
2024-06-25,North,103,3,10,8,5,1,5,9
2024-06-25,South,86,5,3,5,9,2,5,0
2024-06-25,East,97,9,8,5,1,4,4,21
2024-06-25,West,83,2,8,7,5,2,3,13
2024-06-25,Central,107,11,8,17,5,4,9,10
2024-06-26,North,93,13,5,6,10,1,4,8
2024-06-26,South,100,8,6,4,16,6,3,0
2024-06-26,East,85,11,4,4,9,3,4,17
2024-06-26,West,77,7,7,4,1,5,3,11
2024-06-26,Central,106,8,9,10,2,8,4,15
2024-06-27,North,122,10,9,10,8,5,10,4
2024-06-27,South,90,10,4,7,13,4,2,0
2024-06-27,East,92,7,7,5,6,3,1,10
2024-06-27,West,84,2,13,6,3,3,2,12
2024-06-27,Central,101,14,6,11,3,1,7,10
2024-06-28,North,110,11,5,7,7,2,8,5
2024-06-28,South,84,6,6,7,6,2,6,0
2024-06-28,East,101,4,10,2,4,4,5,16
2024-06-28,West,71,2,7,4,7,2,2,10
2024-06-28,Central,110,14,10,13,2,4,2,12
2024-06-29,North,90,9,7,4,6,2,5,8
2024-06-29,South,87,13,8,6,5,3,9,0
2024-06-29,East,112,8,7,2,6,5,2,8
2024-06-29,West,80,4,10,6,9,3,4,7
2024-06-29,Central,99,6,3,11,4,3,5,19
2024-06-30,North,109,12,11,8,7,3,4,9
2024-06-30,South,84,4,9,2,8,3,5,0
2024-06-30,East,104,2,6,4,7,4,8,9
2024-06-30,West,89,3,6,4,5,1,1,14
2024-06-30,Central,106,11,11,11,2,2,5,13
2024-07-01,North,90,12,8,5,3,3,4,8
2024-07-01,South,94,5,8,1,9,3,6,0
2024-07-01,East,112,6,8,3,5,3,6,13
2024-07-01,West,72,6,4,4,5,2,2,14
2024-07-01,Central,124,11,10,11,2,0,4,21
2024-07-02,North,80,7,1,1,5,3,6,6
2024-07-02,South,90,9,6,5,12,8,11,1
2024-07-02,East,106,3,5,1,9,4,4,18
2024-07-02,West,96,6,6,9,5,8,4,11
2024-07-02,Central,97,8,10,9,9,1,5,13
2024-07-03,North,95,12,3,0,5,4,6,4
2024-07-03,South,99,3,7,1,8,2,5,1
2024-07-03,East,111,3,13,3,6,1,6,19
2024-07-03,West,75,5,7,5,5,1,2,9
2024-07-03,Central,105,7,10,13,4,4,5,13
2024-07-04,North,95,9,3,2,4,8,4,8
2024-07-04,South,84,4,9,1,8,4,6,1
2024-07-04,East,111,6,6,0,7,5,5,19
2024-07-04,West,82,5,9,2,5,1,3,11
2024-07-04,Central,117,10,6,10,6,9,2,8
2024-07-05,North,90,6,7,0,8,3,2,4
2024-07-05,South,84,5,5,4,9,4,7,3
2024-07-05,East,96,7,5,3,8,0,3,12
2024-07-05,West,64,1,5,5,5,5,1,11
2024-07-05,Central,99,7,6,12,0,5,3,9
2024-07-06,North,77,9,7,1,4,3,6,5
2024-07-06,South,67,0,5,4,6,2,4,2
2024-07-06,East,99,2,6,0,12,5,3,13
2024-07-06,West,66,5,10,13,7,2,1,10
2024-07-06,Central,96,11,12,12,1,2,6,18
2024-07-07,North,81,10,4,0,3,4,9,4
2024-07-07,South,80,3,5,3,6,2,4,0
2024-07-07,East,96,3,8,0,8,3,6,16
